timestamp;evento;preavviso;finestra;richiesta_kw;MI_baseline_kw;MI_pod_kw;MI_flex_kw;MI_leva_spaziale_kw;MI_leva_differimento_kw;MI_leva_clima_kw;MI_rapporto;RM_baseline_kw;RM_pod_kw;RM_ricevuto_kw;NA_pod_kw;N4_pod_kw
2026-06-15T13:45;;0;0;0.0;279.8;280.0;-0.2;0.0;0.0;0.0;;220.9;220.8;0.0;167.7;136.6
2026-06-15T14:00;E1;1;0;0.0;280.3;280.2;0.1;0.0;0.0;0.0;;221.1;221.4;0.0;167.8;136.5
2026-06-15T14:15;E1;1;0;0.0;280.8;280.8;-0.1;0.0;0.0;0.0;;221.3;222.1;0.0;167.9;136.4
2026-06-15T14:30;E1;1;0;0.0;281.1;281.5;-0.4;0.0;0.0;0.0;;221.4;222.7;0.0;167.9;136.3
2026-06-15T14:45;E1;1;0;0.0;281.3;281.8;-0.5;0.0;0.0;0.0;;221.4;223.3;0.0;167.9;136.1
2026-06-15T15:00;E1;1;0;0.0;281.4;281.5;-0.1;0.0;0.0;0.0;;221.3;223.8;0.0;167.8;135.8
2026-06-15T15:15;E1;1;0;0.0;281.4;280.8;0.6;0.0;0.0;0.0;;221.1;224.0;0.0;167.4;135.6
2026-06-15T15:30;E1;1;0;0.0;281.2;280.2;1.0;0.0;0.0;0.0;;220.9;223.8;0.0;166.7;135.4
2026-06-15T15:45;E1;1;0;0.0;281.0;279.9;1.1;0.0;0.0;0.0;;220.6;223.1;0.0;165.9;135.4
2026-06-15T16:00;E1;1;0;0.0;280.6;279.7;0.9;0.0;0.0;0.0;;220.3;222.1;0.0;165.1;135.5
2026-06-15T16:15;E1;1;0;0.0;280.0;279.4;0.6;0.0;0.0;0.0;;219.8;221.3;0.0;164.6;135.7
2026-06-15T16:30;E1;1;0;0.0;279.3;278.8;0.6;0.0;0.0;0.0;;219.3;220.9;0.0;164.3;135.8
2026-06-15T16:45;E1;1;0;0.0;278.5;277.8;0.7;0.0;0.0;0.0;;218.6;220.6;0.0;164.2;135.6
2026-06-15T17:00;E1;1;0;0.0;277.6;276.7;1.0;0.0;0.0;0.0;;217.8;220.1;0.0;163.9;135.0
2026-06-15T17:15;E1;1;0;0.0;276.6;281.0;-4.4;0.0;0.0;-5.6;;217.0;218.9;0.0;163.5;134.3
2026-06-15T17:30;E1;1;0;0.0;275.5;279.8;-4.2;0.0;0.0;-5.6;;216.0;217.2;0.0;163.0;133.6
2026-06-15T17:45;E1;1;0;0.0;274.3;278.6;-4.2;0.0;0.0;-5.6;;214.9;215.0;0.0;162.4;132.9
2026-06-15T18:00;E1;0;1;45.0;273.1;236.5;36.6;14.9;9.1;11.2;0.813;213.6;228.0;15.0;162.0;132.3
2026-06-15T18:15;E1;0;1;45.0;271.7;225.9;45.8;24.8;9.0;10.6;1.017;212.3;236.2;24.9;161.5;131.6
2026-06-15T18:30;E1;0;1;45.0;270.3;225.1;45.2;24.8;9.0;9.9;1.004;210.8;234.8;24.9;160.7;130.9
2026-06-15T18:45;E1;0;1;45.0;268.8;224.0;44.8;24.7;9.0;9.2;0.996;209.2;233.7;24.8;159.5;130.2
2026-06-15T19:00;E1;0;1;45.0;267.3;222.9;44.4;24.7;9.0;8.6;0.988;207.6;232.6;24.8;158.1;129.5
2026-06-15T19:15;E1;0;1;45.0;265.7;221.9;43.8;24.6;8.9;7.9;0.973;205.9;231.2;24.7;156.6;128.7
2026-06-15T19:30;;0;0;0.0;264.1;277.3;-13.2;0.0;-9.4;-5.9;;204.1;204.7;0.0;155.4;127.9
2026-06-15T19:45;;0;0;0.0;262.4;275.6;-13.2;0.0;-8.6;-5.9;;202.3;202.3;0.0;154.3;127.0
2026-06-15T20:00;;0;0;0.0;260.7;274.0;-13.4;0.0;-7.8;-5.9;;200.6;199.8;0.0;153.4;126.4
2026-06-15T20:15;;0;0;0.0;258.9;272.2;-13.3;0.0;-7.0;-5.9;;198.9;197.4;0.0;152.5;125.8
2026-06-15T20:30;;0;0;0.0;257.0;263.9;-6.9;0.0;-6.2;0.0;;197.2;195.4;0.0;151.7;125.4
2026-06-15T20:45;;0;0;0.0;255.1;261.2;-6.0;0.0;-5.5;0.0;;195.5;193.9;0.0;151.0;125.0
2026-06-15T21:00;;0;0;0.0;253.2;258.1;-5.0;0.0;-4.7;0.0;;194.0;192.9;0.0;150.4;124.5
2026-06-15T21:15;;0;0;0.0;251.2;255.1;-3.9;0.0;-3.9;0.0;;192.5;192.2;0.0;149.8;124.0
2026-06-15T21:30;;0;0;0.0;249.2;249.0;0.2;0.0;0.0;0.0;;191.1;191.3;0.0;149.3;123.3
2026-06-15T21:45;;0;0;0.0;247.2;247.0;0.1;0.0;0.0;0.0;;189.8;190.2;0.0;149.1;122.5
2026-06-15T22:00;;0;0;0.0;245.2;245.2;0.0;0.0;0.0;0.0;;188.6;188.7;0.0;148.9;121.7
2026-06-15T22:15;;0;0;0.0;243.2;243.3;-0.1;0.0;0.0;0.0;;187.5;187.0;0.0;148.4;120.9
2026-06-15T22:30;;0;0;0.0;241.3;241.5;-0.2;0.0;0.0;0.0;;186.4;185.4;0.0;147.6;120.1
2026-06-15T22:45;;0;0;0.0;239.5;239.5;-0.1;0.0;0.0;0.0;;185.4;184.2;0.0;146.6;119.2
2026-06-15T23:00;;0;0;0.0;237.7;237.5;0.2;0.0;0.0;0.0;;184.5;183.4;0.0;145.7;118.4
2026-06-15T23:15;;0;0;0.0;236.1;235.4;0.7;0.0;0.0;0.0;;183.5;182.8;0.0;145.1;117.6
2026-06-15T23:30;;0;0;0.0;234.6;233.6;1.1;0.0;0.0;0.0;;182.7;182.4;0.0;144.6;117.0
2026-06-15T23:45;;0;0;0.0;233.3;232.2;1.2;0.0;0.0;0.0;;181.9;181.8;0.0;144.0;116.8
2026-06-16T00:00;;0;0;0.0;230.1;229.2;1.0;0.0;0.0;0.0;;179.5;179.4;0.0;142.2;115.8
2026-06-16T00:15;;0;0;0.0;229.1;228.7;0.4;0.0;0.0;0.0;;178.8;178.7;0.0;141.7;115.9
2026-06-16T00:30;;0;0;0.0;228.3;228.5;-0.2;0.0;0.0;0.0;;178.1;178.1;0.0;141.1;115.9
2026-06-16T00:45;;0;0;0.0;227.6;228.2;-0.6;0.0;0.0;0.0;;177.5;177.6;0.0;140.5;115.8
2026-06-16T01:00;;0;0;0.0;227.1;227.8;-0.7;0.0;0.0;0.0;;176.9;177.1;0.0;140.1;115.5
2026-06-16T01:15;;0;0;0.0;226.7;227.1;-0.4;0.0;0.0;0.0;;176.5;176.5;0.0;139.8;115.1
2026-06-16T01:30;;0;0;0.0;226.5;226.3;0.2;0.0;0.0;0.0;;176.0;176.2;0.0;139.5;114.5
2026-06-16T01:45;;0;0;0.0;226.4;225.7;0.6;0.0;0.0;0.0;;175.7;176.1;0.0;139.1;114.1
2026-06-16T02:00;;0;0;0.0;226.4;225.4;1.0;0.0;0.0;0.0;;175.5;176.4;0.0;138.6;113.9
2026-06-16T02:15;;0;0;0.0;226.4;225.3;1.1;0.0;0.0;0.0;;175.3;176.6;0.0;138.2;114.0
2026-06-16T02:30;;0;0;0.0;226.5;225.4;1.1;0.0;0.0;0.0;;175.3;176.7;0.0;138.1;114.4
2026-06-16T02:45;;0;0;0.0;226.7;225.4;1.3;0.0;0.0;0.0;;175.4;176.9;0.0;138.1;115.1
2026-06-16T03:00;;0;0;0.0;226.9;225.2;1.7;0.0;0.0;0.0;;175.5;177.2;0.0;138.2;115.8
2026-06-16T03:15;;0;0;0.0;227.1;225.1;2.0;0.0;0.0;0.0;;175.8;177.7;0.0;138.1;116.3
2026-06-16T03:30;;0;0;0.0;227.3;225.3;2.0;0.0;0.0;0.0;;176.2;178.0;0.0;137.8;116.6
2026-06-16T03:45;;0;0;0.0;227.6;225.9;1.7;0.0;0.0;0.0;;176.7;178.1;0.0;137.5;116.8
2026-06-16T04:00;;0;0;0.0;227.9;226.7;1.2;0.0;0.0;0.0;;177.3;178.2;0.0;137.4;116.7
2026-06-16T04:15;;0;0;0.0;228.3;227.5;0.9;0.0;0.0;0.0;;178.0;178.5;0.0;137.5;116.7
2026-06-16T04:30;;0;0;0.0;228.7;228.0;0.7;0.0;0.0;0.0;;178.8;179.1;0.0;137.8;116.9
2026-06-16T04:45;;0;0;0.0;229.2;228.6;0.6;0.0;0.0;0.0;;179.7;179.9;0.0;138.2;117.3
2026-06-16T05:00;;0;0;0.0;229.8;229.4;0.5;0.0;0.0;0.0;;180.7;181.0;0.0;138.7;117.9
2026-06-16T05:15;;0;0;0.0;230.5;230.2;0.3;0.0;0.0;0.0;;181.8;182.5;0.0;139.3;118.6
2026-06-16T05:30;;0;0;0.0;231.3;230.9;0.4;0.0;0.0;0.0;;183.0;184.4;0.0;140.2;119.4
2026-06-16T05:45;;0;0;0.0;232.3;231.5;0.8;0.0;0.0;0.0;;184.2;186.4;0.0;141.2;120.1
2026-06-16T06:00;;0;0;0.0;233.4;232.2;1.2;0.0;0.0;0.0;;185.5;188.1;0.0;142.2;120.6
2026-06-16T06:15;;0;0;0.0;234.6;233.2;1.4;0.0;0.0;0.0;;186.9;189.4;0.0;143.1;121.0
2026-06-16T06:30;E2;1;0;0.0;236.0;234.8;1.2;0.0;0.0;0.0;;188.3;190.4;0.0;143.8;121.6
2026-06-16T06:45;E2;1;0;0.0;237.4;236.6;0.8;0.0;0.0;0.0;;189.8;191.3;0.0;144.5;122.3
2026-06-16T07:00;E2;1;0;0.0;239.0;238.4;0.6;0.0;0.0;0.0;;191.3;192.2;0.0;145.2;123.1
2026-06-16T07:15;E2;1;0;0.0;240.7;239.9;0.7;0.0;0.0;0.0;;192.7;193.2;0.0;146.2;124.0
2026-06-16T07:30;E2;1;0;0.0;242.4;241.1;1.3;0.0;0.0;0.0;;194.2;194.1;0.0;147.5;124.8
2026-06-16T07:45;E2;1;0;0.0;244.3;251.2;-7.0;0.0;0.0;-9.1;;195.7;195.4;0.0;149.0;125.4
2026-06-16T08:00;E2;1;0;0.0;246.1;252.5;-6.4;0.0;0.0;-9.1;;197.1;197.0;0.0;150.4;126.1
2026-06-16T08:15;E2;1;0;0.0;247.9;254.3;-6.4;0.0;0.0;-9.1;;198.5;198.7;0.0;151.6;126.7
2026-06-16T08:30;E2;0;1;55.0;249.7;210.2;39.5;0.0;19.2;18.2;0.719;199.8;200.6;0.0;152.3;127.5
2026-06-16T08:45;E2;0;1;55.0;251.5;214.5;37.0;0.0;19.2;16.3;0.673;201.2;202.2;0.0;152.8;128.2
2026-06-16T09:00;E2;0;1;55.0;253.2;218.8;34.4;0.0;19.3;14.5;0.626;202.4;203.4;0.0;153.3;128.9
2026-06-16T09:15;E2;0;1;55.0;254.9;223.0;31.8;0.0;19.3;12.7;0.579;203.6;204.2;0.0;153.9;129.3
2026-06-16T09:30;;0;0;0.0;256.5;277.3;-20.9;0.0;-13.6;-6.4;;204.7;204.8;0.0;154.9;129.8
2026-06-16T09:45;;0;0;0.0;258.0;278.3;-20.4;0.0;-12.5;-6.4;;205.8;205.3;0.0;156.0;130.3
2026-06-16T10:00;;0;0;0.0;259.5;278.9;-19.4;0.0;-11.4;-6.4;;206.8;205.9;0.0;157.2;130.9
2026-06-16T10:15;;0;0;0.0;260.9;278.8;-17.9;0.0;-10.3;-6.4;;207.7;206.7;0.0;158.2;131.6
2026-06-16T10:30;;0;0;0.0;262.2;272.0;-9.7;0.0;-9.2;0.0;;208.6;207.7;0.0;159.1;132.2
2026-06-16T10:45;;0;0;0.0;263.5;271.2;-7.7;0.0;-8.1;0.0;;209.4;209.1;0.0;159.8;132.6
2026-06-16T11:00;;0;0;0.0;264.8;270.5;-5.7;0.0;-7.0;0.0;;210.1;210.7;0.0;160.6;133.1
2026-06-16T11:15;;0;0;0.0;266.0;269.9;-3.9;0.0;-5.9;0.0;;210.8;212.1;0.0;161.4;133.6
2026-06-16T11:30;;0;0;0.0;267.3;264.7;2.5;0.0;0.0;0.0;;211.4;213.0;0.0;162.0;134.2
2026-06-16T11:45;;0;0;0.0;268.4;265.8;2.6;0.0;0.0;0.0;;212.0;213.6;0.0;162.5;134.7
2026-06-16T12:00;;0;0;0.0;269.6;267.1;2.5;0.0;0.0;0.0;;212.5;213.9;0.0;163.0;135.2
2026-06-16T12:15;;0;0;0.0;270.7;268.3;2.4;0.0;0.0;0.0;;213.0;214.3;0.0;163.7;135.6
2026-06-16T12:30;;0;0;0.0;271.8;269.5;2.4;0.0;0.0;0.0;;213.4;214.8;0.0;164.6;135.9
2026-06-16T12:45;;0;0;0.0;272.9;270.7;2.2;0.0;0.0;0.0;;213.8;215.3;0.0;165.4;136.3
2026-06-16T13:00;;0;0;0.0;274.0;272.3;1.7;0.0;0.0;0.0;;214.1;215.8;0.0;166.0;136.8
2026-06-16T13:15;;0;0;0.0;275.0;274.1;0.9;0.0;0.0;0.0;;214.4;216.1;0.0;166.2;137.1
2026-06-16T13:30;;0;0;0.0;275.9;275.7;0.2;0.0;0.0;0.0;;214.7;216.3;0.0;166.0;137.3
2026-06-16T13:45;;0;0;0.0;276.8;277.1;-0.3;0.0;0.0;0.0;;214.9;216.3;0.0;165.9;137.2
2026-06-16T14:00;;0;0;0.0;277.6;278.3;-0.7;0.0;0.0;0.0;;215.1;216.4;0.0;165.8;137.0
2026-06-16T14:15;;0;0;0.0;278.3;279.4;-1.0;0.0;0.0;0.0;;215.2;216.6;0.0;165.8;136.8
2026-06-16T14:30;;0;0;0.0;278.9;280.1;-1.2;0.0;0.0;0.0;;215.3;216.7;0.0;165.8;136.5
2026-06-16T14:45;;0;0;0.0;279.4;280.5;-1.1;0.0;0.0;0.0;;215.3;216.5;0.0;165.9;136.3
2026-06-16T15:00;;0;0;0.0;279.8;280.5;-0.8;0.0;0.0;0.0;;215.3;216.0;0.0;166.3;136.1
2026-06-16T15:15;;0;0;0.0;280.0;280.3;-0.3;0.0;0.0;0.0;;215.2;215.2;0.0;166.5;135.9
2026-06-16T15:30;;0;0;0.0;280.0;279.9;0.1;0.0;0.0;0.0;;215.1;214.4;0.0;166.6;135.7
2026-06-16T15:45;;0;0;0.0;279.8;279.5;0.4;0.0;0.0;0.0;;214.9;213.7;0.0;166.4;135.5
2026-06-16T16:00;;0;0;0.0;279.5;279.0;0.5;0.0;0.0;0.0;;214.6;213.2;0.0;166.0;135.4
2026-06-16T16:15;;0;0;0.0;278.9;278.3;0.6;0.0;0.0;0.0;;214.2;213.2;0.0;165.6;135.1
2026-06-16T16:30;;0;0;0.0;278.2;277.5;0.7;0.0;0.0;0.0;;213.8;213.3;0.0;165.3;134.5
2026-06-16T16:45;;0;0;0.0;277.2;276.5;0.7;0.0;0.0;0.0;;213.3;213.3;0.0;165.2;133.7
2026-06-16T17:00;;0;0;0.0;276.1;275.3;0.8;0.0;0.0;0.0;;212.7;213.0;0.0;165.1;132.8
2026-06-16T17:15;;0;0;0.0;274.8;273.9;0.9;0.0;0.0;0.0;;212.0;212.4;0.0;164.9;132.2
2026-06-16T17:30;;0;0;0.0;273.4;272.4;1.0;0.0;0.0;0.0;;211.2;211.6;0.0;164.4;131.9
2026-06-16T17:45;;0;0;0.0;271.8;270.7;1.1;0.0;0.0;0.0;;210.4;210.6;0.0;163.6;131.5
2026-06-16T18:00;;0;0;0.0;270.1;268.9;1.2;0.0;0.0;0.0;;209.4;209.6;0.0;162.7;131.1
2026-06-16T18:15;;0;0;0.0;268.3;267.1;1.2;0.0;0.0;0.0;;208.4;208.4;0.0;162.0;130.4
2026-06-16T18:30;;0;0;0.0;266.5;265.5;1.0;0.0;0.0;0.0;;207.3;207.0;0.0;161.3;129.5
2026-06-16T18:45;;0;0;0.0;264.7;264.1;0.6;0.0;0.0;0.0;;206.2;205.5;0.0;160.5;128.5
2026-06-16T19:00;;0;0;0.0;262.9;262.8;0.1;0.0;0.0;0.0;;205.0;204.0;0.0;159.2;127.4
2026-06-16T19:15;;0;0;0.0;261.1;261.6;-0.5;0.0;0.0;0.0;;203.7;202.7;0.0;157.5;126.4
2026-06-16T19:30;;0;0;0.0;259.3;260.3;-1.0;0.0;0.0;0.0;;202.4;201.6;0.0;156.0;125.5
2026-06-16T19:45;;0;0;0.0;257.6;259.0;-1.4;0.0;0.0;0.0;;201.1;200.6;0.0;154.9;124.8
2026-06-16T20:00;;0;0;0.0;256.0;257.7;-1.8;0.0;0.0;0.0;;199.7;199.8;0.0;154.2;124.3
2026-06-16T20:15;;0;0;0.0;254.4;256.3;-1.9;0.0;0.0;0.0;;198.4;199.1;0.0;153.7;123.8
2026-06-16T20:30;;0;0;0.0;252.9;254.7;-1.8;0.0;0.0;0.0;;197.0;198.2;0.0;153.2;123.2
2026-06-16T20:45;;0;0;0.0;251.6;253.1;-1.5;0.0;0.0;0.0;;195.7;197.2;0.0;152.5;122.3
2026-06-16T21:00;;0;0;0.0;250.2;251.3;-1.1;0.0;0.0;0.0;;194.4;196.2;0.0;151.7;121.4
2026-06-16T21:15;;0;0;0.0;249.0;249.6;-0.6;0.0;0.0;0.0;;193.1;195.1;0.0;150.6;120.6
2026-06-16T21:30;;0;0;0.0;247.8;247.7;0.0;0.0;0.0;0.0;;191.9;194.0;0.0;149.3;119.9
2026-06-16T21:45;;0;0;0.0;246.6;246.0;0.6;0.0;0.0;0.0;;190.7;192.9;0.0;148.0;119.5
2026-06-16T22:00;;0;0;0.0;245.5;244.5;1.0;0.0;0.0;0.0;;189.6;191.8;0.0;146.9;119.1
2026-06-16T22:15;;0;0;0.0;244.4;243.5;0.9;0.0;0.0;0.0;;188.5;190.5;0.0;146.1;119.0
2026-06-16T22:30;;0;0;0.0;243.3;242.9;0.5;0.0;0.0;0.0;;187.4;189.1;0.0;145.5;118.9
2026-06-16T22:45;;0;0;0.0;242.3;242.3;-0.0;0.0;0.0;0.0;;186.4;187.5;0.0;144.9;118.8
2026-06-16T23:00;;0;0;0.0;241.3;241.6;-0.3;0.0;0.0;0.0;;185.5;186.1;0.0;144.3;118.6
2026-06-16T23:15;;0;0;0.0;240.2;240.4;-0.2;0.0;0.0;0.0;;184.6;184.9;0.0;143.6;118.1
2026-06-16T23:30;;0;0;0.0;239.2;239.0;0.2;0.0;0.0;0.0;;183.7;184.0;0.0;142.8;117.5
2026-06-16T23:45;;0;0;0.0;238.2;237.8;0.4;0.0;0.0;0.0;;182.9;183.2;0.0;142.1;116.8
2026-06-17T00:00;;0;0;0.0;234.0;233.9;0.1;0.0;0.0;0.0;;179.7;180.0;0.0;139.4;114.6
2026-06-17T00:15;;0;0;0.0;233.0;233.3;-0.2;0.0;0.0;0.0;;178.9;179.4;0.0;138.6;114.2
2026-06-17T00:30;;0;0;0.0;232.1;232.5;-0.4;0.0;0.0;0.0;;178.2;178.8;0.0;137.7;113.9
2026-06-17T00:45;;0;0;0.0;231.1;231.4;-0.3;0.0;0.0;0.0;;177.6;178.3;0.0;136.9;113.6
2026-06-17T01:00;;0;0;0.0;230.2;230.3;-0.1;0.0;0.0;0.0;;177.0;177.7;0.0;136.3;113.3
2026-06-17T01:15;;0;0;0.0;229.3;229.5;-0.2;0.0;0.0;0.0;;176.4;177.0;0.0;135.8;113.0
2026-06-17T01:30;;0;0;0.0;228.5;229.1;-0.7;0.0;0.0;0.0;;175.9;176.6;0.0;135.5;112.8
2026-06-17T01:45;;0;0;0.0;227.7;228.9;-1.2;0.0;0.0;0.0;;175.5;176.3;0.0;135.3;112.6
2026-06-17T02:00;;0;0;0.0;226.9;228.4;-1.5;0.0;0.0;0.0;;175.3;176.1;0.0;135.1;112.5
2026-06-17T02:15;;0;0;0.0;226.2;227.5;-1.2;0.0;0.0;0.0;;175.2;175.7;0.0;134.8;112.5
2026-06-17T02:30;;0;0;0.0;225.6;226.3;-0.7;0.0;0.0;0.0;;175.2;175.1;0.0;134.6;112.7
2026-06-17T02:45;;0;0;0.0;225.1;225.4;-0.3;0.0;0.0;0.0;;175.2;174.7;0.0;134.6;112.9
2026-06-17T03:00;;0;0;0.0;224.7;225.1;-0.4;0.0;0.0;0.0;;175.3;174.6;0.0;134.9;113.0
2026-06-17T03:15;;0;0;0.0;224.4;225.2;-0.7;0.0;0.0;0.0;;175.5;174.6;0.0;135.5;112.9
2026-06-17T03:30;;0;0;0.0;224.3;225.2;-0.9;0.0;0.0;0.0;;175.7;174.7;0.0;136.2;112.8
