timestamp;nodo;carico_kw;fv_kw;stato_attuale_prelievo_kw;stato_attuale_immissione_kw;fv_prelievo_kw;fv_immissione_kw;fv_accumulo_autoconsumo_prelievo_kw;fv_accumulo_autoconsumo_immissione_kw;fv_accumulo_riduzione_picchi_prelievo_kw;fv_accumulo_riduzione_picchi_immissione_kw;auto_soc_pct;picchi_soc_pct
2026-06-16T18:15;MI;268.3;12.1;268.3;0.0;256.2;0.0;256.2;0.0;256.1;0.0;10.0;89.7
2026-06-16T18:30;MI;266.5;14.9;266.5;0.0;251.6;0.0;251.6;0.0;251.6;0.0;10.0;89.7
2026-06-16T18:45;MI;264.7;17.7;264.7;0.0;247.0;0.0;247.0;0.0;247.0;0.0;10.0;89.7
2026-06-16T19:00;MI;262.9;11.0;262.9;0.0;251.9;0.0;251.9;0.0;251.9;0.0;10.0;89.7
2026-06-16T19:15;MI;261.1;6.7;261.1;0.0;254.3;0.0;254.3;0.0;254.3;0.0;10.0;89.7
2026-06-16T19:30;MI;259.3;4.3;259.3;0.0;255.0;0.0;255.0;0.0;255.0;0.0;10.0;89.7
2026-06-16T19:45;MI;257.6;2.8;257.6;0.0;254.8;0.0;254.8;0.0;254.8;0.0;10.0;89.7
2026-06-16T20:00;MI;256.0;1.8;256.0;0.0;254.2;0.0;254.2;0.0;254.2;0.0;10.0;89.7
2026-06-16T20:15;MI;254.4;0.9;254.4;0.0;253.5;0.0;253.5;0.0;253.5;0.0;10.0;89.7
2026-06-16T20:30;MI;252.9;0.0;252.9;0.0;252.9;0.0;252.9;0.0;252.9;0.0;10.0;89.7
2026-06-16T20:45;MI;251.6;0.0;251.6;0.0;251.6;0.0;251.6;0.0;251.6;0.0;10.0;89.7
2026-06-16T21:00;MI;250.2;0.0;250.2;0.0;250.2;0.0;250.2;0.0;250.2;0.0;10.0;89.7
2026-06-16T21:15;MI;249.0;0.0;249.0;0.0;249.0;0.0;249.0;0.0;249.0;0.0;10.0;89.7
2026-06-16T21:30;MI;247.8;0.0;247.8;0.0;247.8;0.0;247.8;0.0;247.8;0.0;10.0;89.7
2026-06-16T21:45;MI;246.6;0.0;246.6;0.0;246.6;0.0;246.6;0.0;246.6;0.0;10.0;89.7
2026-06-16T22:00;MI;245.5;0.0;245.5;0.0;245.5;0.0;245.5;0.0;245.5;0.0;10.0;89.7
2026-06-16T22:15;MI;244.4;0.0;244.4;0.0;244.4;0.0;244.4;0.0;244.4;0.0;10.0;89.7
2026-06-16T22:30;MI;243.3;0.0;243.3;0.0;243.3;0.0;243.3;0.0;243.3;0.0;10.0;89.7
2026-06-16T22:45;MI;242.3;0.0;242.3;0.0;242.3;0.0;242.3;0.0;242.3;0.0;10.0;89.7
2026-06-16T23:00;MI;241.3;0.0;241.3;0.0;241.3;0.0;241.3;0.0;241.3;0.0;10.0;89.7
2026-06-16T23:15;MI;240.2;0.0;240.2;0.0;240.2;0.0;240.2;0.0;241.1;0.0;10.0;89.8
2026-06-16T23:30;MI;239.2;0.0;239.2;0.0;239.2;0.0;239.2;0.0;240.9;0.0;10.0;90.0
2026-06-16T23:45;MI;238.2;0.0;238.2;0.0;238.2;0.0;238.2;0.0;238.2;0.0;10.0;90.0
2026-06-17T00:00;MI;234.0;0.0;234.0;0.0;234.0;0.0;234.0;0.0;234.0;0.0;10.0;90.0
2026-06-17T00:15;MI;233.0;0.0;233.0;0.0;233.0;0.0;233.0;0.0;233.0;0.0;10.0;90.0
2026-06-17T00:30;MI;232.1;0.0;232.1;0.0;232.1;0.0;232.1;0.0;232.1;0.0;10.0;90.0
2026-06-17T00:45;MI;231.1;0.0;231.1;0.0;231.1;0.0;231.1;0.0;231.1;0.0;10.0;90.0
2026-06-17T01:00;MI;230.2;0.0;230.2;0.0;230.2;0.0;230.2;0.0;230.2;0.0;10.0;90.0
2026-06-17T01:15;MI;229.3;0.0;229.3;0.0;229.3;0.0;229.3;0.0;229.3;0.0;10.0;90.0
2026-06-17T01:30;MI;228.5;0.0;228.5;0.0;228.5;0.0;228.5;0.0;228.5;0.0;10.0;90.0
2026-06-17T01:45;MI;227.7;0.0;227.7;0.0;227.7;0.0;227.7;0.0;227.7;0.0;10.0;90.0
2026-06-17T02:00;MI;226.9;0.0;226.9;0.0;226.9;0.0;226.9;0.0;226.9;0.0;10.0;90.0
2026-06-17T02:15;MI;226.2;0.0;226.2;0.0;226.2;0.0;226.2;0.0;226.2;0.0;10.0;90.0
2026-06-17T02:30;MI;225.6;0.0;225.6;0.0;225.6;0.0;225.6;0.0;225.6;0.0;10.0;90.0
2026-06-17T02:45;MI;225.1;0.0;225.1;0.0;225.1;0.0;225.1;0.0;225.1;0.0;10.0;90.0
2026-06-17T03:00;MI;224.7;0.0;224.7;0.0;224.7;0.0;224.7;0.0;224.7;0.0;10.0;90.0
2026-06-17T03:15;MI;224.4;0.0;224.4;0.0;224.4;0.0;224.4;0.0;224.4;0.0;10.0;90.0
2026-06-17T03:30;MI;224.3;0.0;224.3;0.0;224.3;0.0;224.3;0.0;224.3;0.0;10.0;90.0
2026-06-17T03:45;MI;224.2;0.0;224.2;0.0;224.2;0.0;224.2;0.0;224.2;0.0;10.0;90.0
2026-06-17T04:00;MI;224.4;0.0;224.4;0.0;224.4;0.0;224.4;0.0;224.4;0.0;10.0;90.0
2026-06-17T04:15;MI;224.6;0.0;224.6;0.0;224.6;0.0;224.6;0.0;224.6;0.0;10.0;90.0
2026-06-17T04:30;MI;225.1;0.0;225.1;0.0;225.1;0.0;225.1;0.0;225.1;0.0;10.0;90.0
2026-06-17T04:45;MI;225.7;0.0;225.7;0.0;225.7;0.0;225.7;0.0;225.7;0.0;10.0;90.0
2026-06-17T05:00;MI;226.5;0.0;226.5;0.0;226.5;0.0;226.5;0.0;226.5;0.0;10.0;90.0
2026-06-17T05:15;MI;227.4;0.0;227.4;0.0;227.4;0.0;227.4;0.0;227.4;0.0;10.0;90.0
2026-06-17T05:30;MI;228.5;0.0;228.5;0.0;228.5;0.0;228.5;0.0;228.5;0.0;10.0;90.0
2026-06-17T05:45;MI;229.8;0.1;229.8;0.0;229.7;0.0;229.7;0.0;229.7;0.0;10.0;90.0
2026-06-17T06:00;MI;231.3;0.3;231.3;0.0;231.0;0.0;231.0;0.0;231.0;0.0;10.0;90.0
2026-06-17T06:15;MI;232.9;0.4;232.9;0.0;232.4;0.0;232.4;0.0;232.4;0.0;10.0;90.0
2026-06-17T06:30;MI;234.6;0.6;234.6;0.0;233.9;0.0;233.9;0.0;233.9;0.0;10.0;90.0
